Gene_ID	Box2_F4_ND_3h_AF	Box2_F7_ND_3h_AF	Box2_G1_ND_3h_AF	Box2_G4_ND_3h_AF	Box3_A3_ND_3h_AF	Box3_A4_ND_3h_AF	Box3_A5_ND_3h_AF	Box3_C2_ND_3h_YF	Box3_E4_ND_3h_YM	Box3_E6_ND_3h_YF	Box4_A4_ND_3h_YF	Box4_A5_ND_3h_YF	Box4_C3_ND_3h_YF	Box2_F3_ND_24h_AF	Box2_G2_ND_24h_AF	Box2_G3_ND_24h_AF	Box2_G5_ND_24h_AF	Box2_G6_ND_24h_AF	Box2_G7_ND_24h_AF	Box3_A2_ND_24h_AF	Box3_F1_ND_24h_YM	Box4_A3_ND_24h_AM	Box4_C1_ND_24h_AM
ENSMUSG00000036362	57	45	98	8	0	1	3	0	4	8	10	30	14	16	8	1	4	1	0	2	2	57	9
ENSMUSG00000036368	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000036371	317	298	329	288	37	12	91	26	200	262	430	536	327	172	242	12	92	141	12	40	142	211	213
ENSMUSG00000036372	80	52	74	49	20	20	80	8	39	46	75	147	57	35	44	4	42	40	3	4	40	79	60
ENSMUSG00000036376	12	5	11	5	0	0	2	0	4	5	6	20	6	5	15	0	2	1	1	1	2	2	6
ENSMUSG00000036377	56	63	53	63	6	9	29	4	34	22	49	76	20	49	39	3	36	16	3	9	29	63.12	25
ENSMUSG00000036381	5	1	2	0	0	0	0	0	1	2	4	3	1	0	4	1	5	1	0	0	1	0	4
ENSMUSG00000036390	215	284.94	264.68	240.87	53	24	81.73	47	88	272.66	388.2	480.17	314.17	205.93	146.88	35	214.93	503.48	24	68.93	134.32	373.99	219.65
ENSMUSG00000036391	20	9	9	8	4	2	8	3	3	4	12	25	1	3	19	1	4	1	0	0	2	1	4
ENSMUSG00000036395	0	0	1	0	0	1	0	0	0	0	1	2	0	0	6	1	1	0	0	0	0	0	2
ENSMUSG00000036398	35	22	42	18	2	2	7	5	22	12	37	78	28	15	16	4	5	17	2	4	8	18	18
ENSMUSG00000036402	49	27	77	36	0	0	6	6	12	18	54	60	10	24	48	3	11	15	1	0	10	40	7
ENSMUSG00000036403	10	12	9	1	0	1	1	0	1	2	5	5	1	5	3	1	6	1	0	2	1	0	0
ENSMUSG00000036411	1	2	6	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000036412	3	4	2	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036427	556	444	905.99	221	16	7	52	31	384	450	701	990	534	191	487	45	120	90	5	39	285	890	347.99
ENSMUSG00000036430	18	7	14	4	4	1	4	2	7	9	20	25	10	10	20	1	6	2	1	0	11	15	12
ENSMUSG00000036432	13	13	25	12	1	2	1	1	4	5	14	15	9	3	16	2	3	9	0	2	3	3	8
ENSMUSG00000036435	28	12	23	14	3	0	3	2	5	10	16	31	8	5	21	2	2	5	0	1	1	3	3
ENSMUSG00000036438	357	242	319.24	182	21	46	149	32	56	103	238	462	93	110	283	24	105	79	4	17	30	154	55
ENSMUSG00000036442	36	27	45	22	0	0	4	4	10	18	30	61	30	13	34	2	4	8	0	1	10	18	8
ENSMUSG00000036446	1	0	0	0	1	0	2	0	0	0	0	2	1	1	6	0	0	0	0	0	0	0	0
ENSMUSG00000036450	49	34	66	36	1	0	0	4	11	18	33	60	14	19	34	1	1	3	0	2	5	26	11
ENSMUSG00000036452	91	73	99	59	1	0	6	3	14	28	46	104	22	13	17	4	1	4	2	2	3	14	4
ENSMUSG00000036459	0	0	1	0	0	0	0	0	0	1	0	0	1	1	6	0	0	3	0	0	0	0	0
ENSMUSG00000036461	100	100	80	61	7	3	20	7	5	13	47	71	16	20	86	11	18	12	4	3	4	23	16
ENSMUSG00000036469	110	96	124	55	2	8	35	6	5	20	38	84	20	18	84	3	18	13	1	4	5	8	9
ENSMUSG00000036473	3	5	8.04	4	0	1	0	0	3	0	5	12	0	0	4.12	0	2	0	0	0	3	1	0
ENSMUSG00000036478	849	677	1024	407	17	15.56	88	63	116	221	367	754	210	139	635	42	74	65	12	20	63	178	63
ENSMUSG00000036492	12	1	0	7	0	0	1	4	1	6	8	34	9	6	96	2	3	2	1	3	2	8	13
ENSMUSG00000036499	26	13	24	10	3	1	3	0	2	8	22	15	3	2	14	0	1	3	0	1	3	1	3
ENSMUSG00000036501	214.59	129.11	139.02	128.24	4	6	32.21	11	41	58.71	120.08	313.74	51.15	63.6	88.9	7	40	10	1	6	28.4	103.75	66.52
ENSMUSG00000036502	0	0	0	0	0	0.53	1.6	0	1	0	0.81	0	0	0	1.37	0	3	1.11	0	0	0	0	1
ENSMUSG00000036503	129	85	90	53	10	9	51	9	6	33	49	148	12	32	44	7	29	26	0	5	9	39	3
ENSMUSG00000036504	3	3	11	3	2	0	3	0	6	7	11	17	7.9	3	4.06	0	5	0	0	0	3	2	4
ENSMUSG00000036513	23	11	16	8	2	0	8	5	3	11	13	36	12	4	17	0	5	3	0	2	5	7	4
ENSMUSG00000036526	48	52	64	70	2	0	2	7	30	19	44	86	43	19	8	2	2	16	0	0	23	28	23
ENSMUSG00000036528	3	0	5	10	0	0	1	0	1	0	1	4	1	3	14	0	3	0	0	0	1	1	0
ENSMUSG00000036529	104	81	160	77	0	1	4	11	31	51	73	129	30	41	54	11	23	22	1	3	30	42	34
ENSMUSG00000036533	32	25	27	11	1	1	7	2	5	5	18	40	8	10	39	1	13	3	0	3	3	21	6
ENSMUSG00000036534	16	11	24	11	0	0	1	2	6	14	18	24	14	6	6	2	10	3	1	1	3	10	5
ENSMUSG00000036537	2	1	2	3	0	0	0	0	2	3	6	5	2	0	1	0	2	0	0	0	1	1	1
ENSMUSG00000036550	112.17	102.79	123.91	98.48	1	1	7.3	12.62	22.45	31.36	68.15	122.7	55.77	46	70	3	7.34	11.51	1	5	15.75	39.98	19.97
ENSMUSG00000036552	9.65	10.59	17.62	8	0	0	0	0	5	0	3.31	10.37	4	7.76	7.39	0	2	7.01	0	0	0	4.71	2.45
ENSMUSG00000036553	24	23	21	13	0	0	1	2	4	15	13	32	16	5	13	1	0	5	1	0	5	0	0
ENSMUSG00000036555	13	14	20	11	0	1	2	2	4	9	14	17	7	1	2	2	2	0	0	1	7	5	2
ENSMUSG00000036561	8	11	14	8	0	1	0	1	3	1	15	14	6	6	6	1	1	7	1	0	5	10	2
ENSMUSG00000036565	448	364	570	254	1	0	4	20	135	181	278	430	143	221	264	41	121	53	10	34	165	474	168
ENSMUSG00000036568	23	27	39	22.6	0	0	2	1	5	13	17	27	12	11	17	0	3	4	0	1	1	5	3
ENSMUSG00000036572	44	44	41	34	8	5	21	12	20	56	50	95	72	34	57	5	22	27	0	12	19	26	43
ENSMUSG00000036580	9	8	13	9	1	0	0	2	1	4	4	13	1	10	14	1	6	1	0	1	1	5	4
ENSMUSG00000036587	6	1	5	1	0	1	1	0	2	4	7	6	2	1	1	0	2	1	0	1	0	7	0
ENSMUSG00000036591	11	9	10	2	0	0	3	0	1	4	3	8	2	4	9	1	4	9	0	0	3	9	2
ENSMUSG00000036594	775	836	1132	760	52	35	275	145	529	496	888	1763	619	342	402	56	182	161	8	27	222	210	391
ENSMUSG00000036599	216	150	257	125	4	1	12	15	132	117	244	447	97	201	142	20	81	31	6	30	248	520	273
ENSMUSG00000036606	149	83	149	100	3	0	2	4	49	97	138	242	68	56	152	7	23	37	6	13	31	46	63
ENSMUSG00000036611	9	10	19	5	0	1	0	0	7	8	12	26	11	9	9	1	4	0	0	0	2	18	7
ENSMUSG00000036613	186	156	176	142	16	20	61	29	143	135	274	390	108	126	99	22	108	108	8	15	168	237	228
ENSMUSG00000036615	17	11	8	6	1	0	4	1	7	8	18	20	11	0	16	1	5	2	1	1	6	5	4
ENSMUSG00000036617	9	1	1	4	2	0	0	0	0	1	5	11	2	2	41	1	4	3	0	1	0	0	0
ENSMUSG00000036620	17	4	13	16	1	1	7	1	6	8	19	29	10	11	39	1	8	6	0	7	3	7	8
ENSMUSG00000036622	92	79	161	64	3	1	10	10	97	103	159.42	310	139.43	63	130.88	11	37.88	38.57	1	11	124	195.98	136.99
ENSMUSG00000036632	26	21	25	17	0	2	9	2	12	14	30	46	18	6	20	0	9	7	0	0	2	11	1
ENSMUSG00000036634	1	0	1	1	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000036636	34	28	35	26	3	2	5	0	9	16	36	42	13	11	18	4	10	6	0	6	15	29	17
ENSMUSG00000036639	0	3	3	3	1	0	2	1	4	7	13	9	6	0	1	0	3	2	1	2	3	3	7
ENSMUSG00000036644	65	54	97	58	0	1	10	4	34	50	65	153	48	49	39	8	22	7	4	9	42	99	36
ENSMUSG00000036646	102	57	101	42	3	0	4	2	19	38	56	124	31	32	24	2	17	18	0	4	31	56	28
ENSMUSG00000036661	62	68	138	21	0	2	0	4	15	9	33	74	5	17	64	4	9	1	0	1	5	33	12
ENSMUSG00000036672	5	3	4	4	0	0	0	0	2	3	10	11	3	3	1	0	0	1	0	0	3	4	3
ENSMUSG00000036676	7	2	6	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1
ENSMUSG00000036678	17	13	11	16	1	1	0	1	6	9	24	33	6	5	4	1	15	35	0	2	13	10	27
ENSMUSG00000036686	27	19	19	18	0	0	2	1	21	19	27	44	25	16	13	0	6	2	0	2	8	17	19
ENSMUSG00000036687	0	0	0	0	2	1	0	1	3	0	2	2.26	0	4	15.02	0	2	1	0	0	0	0	1
ENSMUSG00000036693	23	24	18	15	0	0	4	1	3	10	16	33	9	10	16	0	0	3	0	2	3	5	7
ENSMUSG00000036698	175	111	162	156	11	4	14	11	92	86	110	103	110.03	91	79	6	20	44	4	13	89	112	46
ENSMUSG00000036707	203	180	223	143	5	5	46	23	28	51	130	268	59	95	250	20	52	38	4	10	29	92	46
ENSMUSG00000036712	92.89	54	72	64	3	1	15	7	5.92	17	46.82	70.03	18	25	67.57	7	13	8	1	5	9	20	8.06
ENSMUSG00000036718	5	8	3	7	0	0	0	1	10	3	15	28	11	7	34	0	6	14	1	3	14	6	24
ENSMUSG00000036721	1	2	2	2	0	1	0	1	1	2	0	4	1	1	4	2	0	0	0	0	1	2	1
ENSMUSG00000036731	24	13	0	12	2	5	12	14	3	10	41	122	27	27	90	7	11	3	2	12	9	12	45
ENSMUSG00000036733	84	88.2	153	70	7	2	9	9	91	92	106	194	86	76	106.46	9	29	22	1	9	66	162	88
ENSMUSG00000036737	46	31	52	26	0	0	4	0	10	15	27	58	20	19	24	1	8	4	1	3	2	11	13
ENSMUSG00000036743	0	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000036745	9	5	6	5	1	0	2	0	2	5	4	10	1	1	0	0	4	0	0	0	1	4	2
ENSMUSG00000036748	33	29.63	65.65	21	1.39	5	13	1	30	30.84	57.68	92.84	56.9	13	26	0	8	10	1	4	29	51	42
ENSMUSG00000036751	175	141	187	129	39	27	162	18	159	148	366	529	218	104	179	15	124	140	4	30	126	366	236
ENSMUSG00000036752	360	294	324	331	36	26	92	47	229	257	535	843	292	311	450	45	304	305	26	98	433	730	644
ENSMUSG00000036764	1	2	4	2	0	2	2	1	2	2	2	4	3	2	3	0	0	2	0	0	0	0	0
ENSMUSG00000036766	1	1	0	2	0	0	0	0	0	3	0	3	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000036768	2	0	0	0	0	0	2	0	1	1	2	3	0	0	2	0	1	2	0	0	0	0	0
ENSMUSG00000036769	38	18	14	16	7	2	7	3	3	5	11	28	10	8	16	4	7	11	0	1	4	4	1
ENSMUSG00000036775	4	5	6	1	0	3	0	3	1	0	3	6	1	1	1	0	2	1	0	0	1	0	0
ENSMUSG00000036777	2	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	2	0
ENSMUSG00000036779	161	121	121	77	10	15	38	11	14	20	77	181	20	72	88	8	61	18	2	12	20	36	28
ENSMUSG00000036781	27	20	30	12	3	6	26	4	7	15	29	67	22	12	29	1	27	56	2	7	3	10	34
ENSMUSG00000036792	13	13	21	11	0	1	7	0	1	6	8	15	1	9	8	1	5	4	0	0	0	10	6
ENSMUSG00000036810	24	19	13	15	3	3	4	1	3	5	12	18	4	3	11	1	0	6	1	1	1	7	1
ENSMUSG00000036817	29	12	18	17	1	0	3	2	4	3	11	13	3	7	27	3	1	3	0	1	3	1	1
ENSMUSG00000036819	6	1	6	9	0	0	3	0	0	2	3	4	3	2	3	0	2	1	0	1	1	0	2
ENSMUSG00000036820	25	19	35	11	0	1	6	0	14	25	30	54	24	8	20	1	9	9	0	4	14	26	12
ENSMUSG00000036822	18	19	21	12	0	0	4	2	4	3	14	15	5	4	28	0	2	3	0	0	0	1	1
ENSMUSG00000036825	96	74	92	51	1	3	13	4	12	36	103	156	16	75	63	12	28	13	1	5	41	113	27
ENSMUSG00000036826	1.02	2.52	3.61	1.12	1	0	1	0	1.95	5.04	8.17	13.63	10.75	4	0	0	1.33	0	0	1	4	5	7.1
ENSMUSG00000036833	69	51	125	33	2	0	2	0	19	29	51	75	27	25	19	2	14	14	1	2	16	49	11
ENSMUSG00000036835	163.7	109.34	159.02	123.99	42.89	23.04	146.08	40	184.34	151.94	257.07	305.67	225.65	110.42	141.08	11	114	169	3.51	34	115.36	281.45	204.62
ENSMUSG00000036840	30.65	28.64	27	22	5	3	12	3	3.25	13	30	23	11	13.7	30.85	4	10	5	3	2	1	5	3
ENSMUSG00000036845	21	13	21	10	2	0	1	1	12	10	20	34	15	10	17	1	5	10	1	2	8	23	6
ENSMUSG00000036850	9	6	11	8	5	0	12	1	3	7	19	24	12	0	10	0	5	5	0	3	0	2	3
ENSMUSG00000036853	2	2	1	1	0	0	1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000036854	3	5	5	3	0	0	0	0	6	7	4	6	5	2	3	1	3	3	0	1	0	6	9
ENSMUSG00000036856	4	2	1	2	0	0	0	0	7.12	0	4	13.98	1	3	63.97	4.01	6	4	0	2	0	4	5.86
ENSMUSG00000036860	8	5	8	3	0	1	6	1	5	7	13	21	7	5	3	0	3	0	0	1	4	4	4
ENSMUSG00000036864	5	1	4	2	0	0	1	0	2	0	2	5	2	0	0	3	0	0	0	0	2	1	2
ENSMUSG00000036873	14	2	14	4	1	1	6	2	1	0	10	16	1	5	8	6	1	3	0	2	1	3	3
ENSMUSG00000036875	35	9	29	7	0	2	1	1	3	12	15	41	4	2	9	1	0	5	0	0	1	4	1
ENSMUSG00000036879	33	24	27	22	0	0	4	1	4	11	9	30	6	9	15	4	5	7	1	0	3	9	5
ENSMUSG00000036880	51	35	52	34	1	2	5	5	30	34	57	107	47	22	42	2	13	18	2	2	18	32	33
ENSMUSG00000036882	1	1	2	5	0	0	0	0	0	0	0	9	0	1	3	0	0	0	0	0	1	0	1
ENSMUSG00000036885	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000036887	2	1	0	0	0	0	1	3	5	14	19	41	24	1	1	0	19	6	1	5	13	5	29
ENSMUSG00000036890	29.47	32	30	15.94	3	1	6	5	6	12.54	15	23	7	16	19.86	2	9	16	1	2	9	22	6
ENSMUSG00000036893	32	22	28	17	0	0	5	1	2	9	16	35	7	6	14	0	2	3	0	3	6	5	6
ENSMUSG00000036894	71	58	71	35	0	2	11	4	11	24	54	99	19	31.08	43	6	29	9	4	5	25	34	8
ENSMUSG00000036896	2	2	4	1	1	0	0	0	7	11	22	32	23	6	5	0	19	8	0	4	7	12	27
ENSMUSG00000036898	5	4	5	1	0	0	1	0	1	2	8	9	2	1	8	2	5	2	0	1	1	0	0
ENSMUSG00000036902	2	1	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000036905	5	3	5	4	1	1	1	7	19	34	48	131	70	8	19	0	57	19	3	18	33	34	112
ENSMUSG00000036908	300	253	408	244	6	6	26	16	101	135	250	480	161	88	139	13	48	47	2	13	58	126	107
ENSMUSG00000036916	6	7	5	3	0	2	7	1	0	2	1	9	0	2	6	1	1	0	0	0	0	0	0
ENSMUSG00000036918	195	155	241	98	2	0	4	17	52	77	136	217	54	83	55	11	30	20	4	14	31	145	49
ENSMUSG00000036923	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1	0
ENSMUSG00000036931	23	10	31	14	0	1	2	1	8	13	9	35	8	5	14	1	3	1	0	1	5	7	4
ENSMUSG00000036932	13	11	20	15	0	0	1	2	9	16	14	28	12	7	2	4	2	3	0	2	3	11	3
ENSMUSG00000036934	10	7	3	2	0	0	3	0	2	2	4	8	1	4	10	0	1	4	0	1	0	2	2
ENSMUSG00000036940	46	35	49	25	0	0	3	2	6	14	27	42	15	11	22	3	9	3	0	0	4	6	7
ENSMUSG00000036941	30	14	23	10	0	0	2	2	3	9	11	16	10	5	18	1	3	1	1	0	0	5	5
ENSMUSG00000036943	337	298.28	446	134.46	22	16	67.92	13.25	37	90	175	300	73	117	253	26.53	39.82	47	1	19	30	137	39.77
ENSMUSG00000036944	95	65	127	37	5	6	21	6	11	20	59	92	27	30	25	6	23	16	2	7	19	49	9
ENSMUSG00000036948	24.71	35.53	41.61	6.53	1.5	0	6	3.5	9.5	6.46	35.5	56.9	2.67	11.82	3.81	1	4.28	6.01	0	1	4.97	16.48	5.43
ENSMUSG00000036955	29	29	25	10	1	0	1	2	13	12	13	25	5	8	13	2	2	5	0	2	2	10	5
ENSMUSG00000036959	9	11	14	5	0	1	0	0	4	7	5	9	1	4	2	0	1	2	0	0	1	5	6
ENSMUSG00000036964	0	0	1.35	1.29	1.31	0	0	0	0	0	0	0	0	0	0	0	1.27	0	0	0	0	0	2
ENSMUSG00000036966	69	55	113	30	1	1	2	3	16	24	42	81	33	11	56	2	8	4	0	4	11	25	11
ENSMUSG00000036968	17	7	11	8	1	0	1	1	0	4	12	19	3	2	4	1	4	5	0	0	1	3	2
ENSMUSG00000036975	3	4	5	4	0	0	1	0	3	2	7	11	4	3	4	0	1	0	0	0	0	0	2
ENSMUSG00000036977	6	4	9	1	2	3	10	0	0	1	6	9	4	0	3	2	3	1	0	0	2	0	0
ENSMUSG00000036980	26	17	29	17	5	0	3	5	17	14	19	48	13	7	7	2	9	2	0	0	10	13	3
ENSMUSG00000036983	0	2	3	4	0	0	2	1	0	3	4	6	2	1	1	0	1	1	1	1	1	2	0
ENSMUSG00000036985	64	60	88	34	0	0	0	4	14	30	55	120	18	20	74	6	9	5	0	5	17	33	11
ENSMUSG00000036986	91	111	91	91	1	0	5	7	23	35	45	110	30	32	32	6	19	44	3	12	33	40	83
ENSMUSG00000036989	17	11	21	13	0	0	0	0	6	4	13	24	7	4	5	0	3	1	0	0	2	3	5
ENSMUSG00000036990	40	27	21	19	3	1	11	2	0	10	13	31	5	8	43	1	2	4	0	0	3	2	1
ENSMUSG00000036992	16	14	17	11	1	0	6	1	7	6	17	24	9	7	13	2	6	5	1	1	3	7	8
ENSMUSG00000037001	8	9	6	8	0	0	2	1	1	0	2	7	0	0	1	0	2	0	0	0	1	1	2
ENSMUSG00000037003	6	5	0	1	0	0	0	0	0	3	6	7	1	0	20	0	0	0	0	0	2	0	3
ENSMUSG00000037005	0	0	2	0	0	0	0	0	0	1	0	1	0	2	0	0	1	1	0	0	1	1	2
ENSMUSG00000037007	7.75	2	9	6	0	0	0	0	2.41	5.99	7	19.3	3.76	4.98	0	0	1.04	0	0	0	0	1.99	1
ENSMUSG00000037010	1	1	2	0	0	0	2	0	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0
ENSMUSG00000037012	505	395	497	435	3	2	14	22	227	278	533	798	166.62	412	317	53	222	109	22	77	426	851	456
ENSMUSG00000037013	64	43	50	30	2	4	12	4	5	11	39	52	13	13	55	5	9	5	0	0	1	8	1
ENSMUSG00000037014	2	3	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000037015	0	9.44	6.27	1	1	1	0.45	3	1	3.47	4.47	3.02	0	0	4.88	0	0	2	0	0	0	4	0
ENSMUSG00000037017	11	5	9	5	0	1	1	0	1	3	5	19	12	4	6	0	3	3	0	0	1	1	3
ENSMUSG00000037020	4	2	3	1	0	0	0	0	0	2	0	2	3	3.9	2	1	1	0	0	0	4	1	3
ENSMUSG00000037022	3	4	6	2	0	1	4	1	1	2	6	9	4	1	3	0	2	2	0	0	2	1	2
ENSMUSG00000037029	14	11	16	10	0	0	1	2	0	3	7	8	0	4	7	1	4	1	0	0	0	0	1
ENSMUSG00000037032	15	8	19	10	0	0	2	1	4	5	3	11	4	9	10	2	16	1	2	2	6	25	16
ENSMUSG00000037033	36	20	9	25	0	1	0	4	9	9	36	88	38	9	166	3	2	0	0	10	4	5	17
ENSMUSG00000037049	53	25	45	29	0	2	2	4	19	28	43	66	26	39	33	4	15	7	0	3	53	71	41
ENSMUSG00000037053	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	2	0	0	0	0	1	0
ENSMUSG00000037058	878	671	625	648	259	182	638	117	155	361	632	1005	273	411	436	73	453	853	22	104	143	344	173
ENSMUSG00000037060	7	1	1	2	1	1	1	1	1	3	16	8	7	5	6	2	4	5	0	0	9	15	21
ENSMUSG00000037062	6457	6073	5750	6222	843	457	1721	657	3292	5802	5791	6533	5525	5220	4511	824	4220	6935	295	1806	3943	5987	4287
ENSMUSG00000037070	44	23	50	23	1	1	3	3	4	15	42	71	23	11	33	0	7	8	2	0	4	11	7
ENSMUSG00000037071	179	229	243	202	38	79	47	17	37	58	170	441	70	93	429.64	11	112	63	2	4	39	42	29
ENSMUSG00000037072	310	216	273	213	48	30	158	43	72	148	285	543	158	154	232	33	148	226	16	26	122	276	88
ENSMUSG00000037075	51	44	48	39	5	5	27	7	8	18	37	92	28	23	43	1	15	24	1	0	9	26	16
ENSMUSG00000037085	8	5	10	3	0	1	3	0	7	4	6	14	7	0	0	0	2	1	0	0	0	5	2
ENSMUSG00000037089	24	16	42	23	1	0	3	2	11	13	34	50	15	13	10	0	10	8	0	5	5	14	9
ENSMUSG00000037095	838	640	1207	36	0	1	5	1	190	210	382	505	257	203	219	28	40	14	0	9	205	1119	240
ENSMUSG00000037096	11.16	12.49	22.71	5.31	2.11	1.25	0	2.81	0	0	6.83	24.65	7.51	11.44	28.11	2.8	4.29	8.71	0.48	2.51	2.23	5.43	1.21
ENSMUSG00000037098	3	0	3	2	0	0	0	1	0	1	3	3	1	1	8	0	1	0	0	0	1	1	1
ENSMUSG00000037103	33	31	38	22	1	1	4	5	9	14	31	45	20	14	23	1	6	5	0	0	9	15	11
ENSMUSG00000037104	19	6	11	17	2	0	3	2	3	2	8	10	5	0	1	1	2	1	0	0	0	0	0
ENSMUSG00000037108	8.37	4.13	4.26	4.38	0	0	2	1	0	3	1.08	16.95	0	4.61	0	0	2	0	0	0	1	5.12	4.18
ENSMUSG00000037110	42	39	37	18	0	0	3	2	4	15	21	44	9	11	16	2	2	2	2	0	4	6	10
ENSMUSG00000037111	50	33	44	21	0	1	1	4	2	9	23	29	8	12	32	3	4	3	0	1	2	9	2
ENSMUSG00000037112	14.25	7.49	6.6	15.85	2	0	0	0	1	3	0	10	4	3	14	0	0	2	0	0	2	2.29	1
ENSMUSG00000037119	41	23	41	20	5	2	9	1	2	11	15	36	4	12	37	1	8	6	1	0	0	8	3
ENSMUSG00000037124	31	13	26	27	2	2	3	3	14	38	13	43	16	51	19	3	18	122	6	5	42	47	41
ENSMUSG00000037126	4	5	0	1	0	0	0	0	0	1	5	6	1	1	2	0	0	0	0	0	1	3	1
ENSMUSG00000037129	2	3	0	2	0	0	0	1	1	2	0	1	4	2	16	0	0	3	0	2	0	3	3
ENSMUSG00000037134	12	16	14	11	4	1	3	0	1	10	12	25	8	7	8	0	4	2	0	0	2	8	2
ENSMUSG00000037138	26	30	32	33	0	1	4	3	7	4	15	35	9	14	5	2	2	0	0	0	1	3	4
ENSMUSG00000037148	838.99	673.99	697	539.99	6	4	30	74	268	367	926	1618	255	572	395.98	79	197	107	15	70	414.99	1230	477
ENSMUSG00000037149	16	22	32	25	1	4	1	1	4	12	20	50	26	15	32	2	4	10	0	1	5	12	8
ENSMUSG00000037151	5	4	5	3	0	0	0	1	3	3	3	11	1	1	1	0	3	3	0	0	0	3	2
ENSMUSG00000037152	12	11.96	10	10	5	5	9	1	6	8	17	34	20	2	12	0	11	5	0	0	5	3	2
ENSMUSG00000037161	1	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0
ENSMUSG00000037166	2	0	2	0	1	0	0	0	2	0	2	3	1	1	2	0	1	1	0	0	1	6	3
ENSMUSG00000037172	42	30	45	16	0	0	0	3	2	4	17	21	5	4	6	2	3	0	1	0	3	11	1
ENSMUSG00000037174	41	28	65	25	0	2	5	4	3	9	10	35	7	8	65	3	9	12	0	3	6	12	2
ENSMUSG00000037185	61	51	37	36	0	0	0	6	12	25	35	116	28	19	122	8	14	8	0	11	6	15	21
ENSMUSG00000037188	4	0	0	3	0	0	0	0	0	0	1	3	0	1	21	0	0	0	0	0	0	0	0
ENSMUSG00000037190	8	5	6	2	0	0	2	0	4	1	13	19	7	4	0	0	2	1	0	2	2	5	5
ENSMUSG00000037197	54	36	69	32	4	0	8	6	15	24	45	78	32	10	58	4	8	14	1	1	6	11	11
ENSMUSG00000037202	42	23	25	26	0	0	2	1	10	8	12	20	4	7	8	0	3	5	0	2	3	14	2
ENSMUSG00000037204	50	49	80	22	3	0	5	4	24	31	58	94	48	17	46	2	9	9	1	3	23	43	14
ENSMUSG00000037210	43	30	49	17	0	1	2	1	7	13	35	61	22.19	14.68	24.02	1	5	4	0	2	6	16	10
ENSMUSG00000037211	10	7	7	8	0	0	1	0	0	2	9	9	0	4	13	1	2	1	0	1	3	8	1
ENSMUSG00000037214	2	1	4	0	0	0	0	0	0	0	1	2	1	0	8	0	1	0	0	0	0	0	0
ENSMUSG00000037216	1	0	2	1	0	0	0	0	2	1	2	5	1	2	0	0	0	1	0	0	0	0	1
ENSMUSG00000037217	4	6	7	0	0	0	0	0	3	1	4	8	1	2	3	2	1	0	0	0	4	10	3
ENSMUSG00000037221	44	32	62	43	1	0	4	5	35	42	49	103	42	23	36	6	16	10	1	3	45	69	37
ENSMUSG00000037224	4	3	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0
ENSMUSG00000037234	33	38	54	23	3	2	2	2	5	15	26	44	13	9	24	1	7	15	2	4	2	14	7
ENSMUSG00000037235	78	82	100	73	2	1	7	11	43	50	92	156	51	49	60	5	27	21	0	8	35	44	39
ENSMUSG00000037236	95	95	101	90	19	17	44	17	14	41	68	162	22	32	109	5	26	35	2	1	4	9	9
ENSMUSG00000037239	3	0	1	2	0	0	0	0	2	1	4	2	4	3	1	0	0	1	0	0	1	1	0
ENSMUSG00000037242	1307	971	1023	1057	39	34	211	85	239	420	930	1720	250	810	764	142	436	259	34	164	428	1076	442
ENSMUSG00000037243	12	7	4	7	0	0	3	1	2	3	7	22	8	8	5	2	1	1	0	0	3	6	2
ENSMUSG00000037251	4	8	11	4	0	0	0	0	2	5	6	16	5	4	2	2	0	2	0	0	3	2	2
ENSMUSG00000037253	23	34	21	15	1	1	8	1	1	1	11	10	3	6	26	1	4	6	1	1	2	4	0
ENSMUSG00000037257	95	70	79	53	0	1	8	6	20	26	61	120	33	40	64	3	31	11	3	5	52	59	38
ENSMUSG00000037260	66	65	140	34	1	1	5	4	22	27	43	108	24	21	29	6	11	6	1	2	13	63	9
