Gene_ID	Box2_F4_ND_3h_AF	Box2_F7_ND_3h_AF	Box2_G1_ND_3h_AF	Box2_G4_ND_3h_AF	Box3_A3_ND_3h_AF	Box3_A4_ND_3h_AF	Box3_A5_ND_3h_AF	Box3_C2_ND_3h_YF	Box3_E4_ND_3h_YM	Box3_E6_ND_3h_YF	Box4_A4_ND_3h_YF	Box4_A5_ND_3h_YF	Box4_C3_ND_3h_YF	Box2_F3_ND_24h_AF	Box2_G2_ND_24h_AF	Box2_G3_ND_24h_AF	Box2_G5_ND_24h_AF	Box2_G6_ND_24h_AF	Box2_G7_ND_24h_AF	Box3_A2_ND_24h_AF	Box3_F1_ND_24h_YM	Box4_A3_ND_24h_AM	Box4_C1_ND_24h_AM
ENSMUSG00000021712	17	18	13	13	9	1	15	3	2	3	11	28	6	2	18	4	6	23	1	1	1	2	2
ENSMUSG00000021713	6	14	7	7	1	0	2	0	1	2	3	13	0	2	8	0	1	0	0	0	0	2	0
ENSMUSG00000021714	4	2	1	1	9	4	3	1	1	0	3	2	0	4	1	0	3	11	0	1	1	1	1
ENSMUSG00000021715	10	6	11	7	0	1	2	1	4	7	12	23	8.57	3	6	1	2	0	0	0	2	4	3
ENSMUSG00000021716	7	6	10	11	1	1	4	0	6	2	9	11	6.43	4	7	4	4	2	0	0	4	6	10
ENSMUSG00000021720	1	2	2	1	0	0	0	0	0	1	2	2	0	3	5	2	1	1	0	1	2	4	0
ENSMUSG00000021725	46	22	46	13	0	0	2	4	4	9	12	27	1	6	13	0	3	4	0	1	3	5	2
ENSMUSG00000021728	524	381.98	703	173	6	6	44	13	86	195	342	591	210	65	457	15	47	36	5	16	39	178.98	41
ENSMUSG00000021731	19	12	21	12	2	1	4	2	3	15	16	37.8	19	4	35	0	5	12	1	2	0	12	11
ENSMUSG00000021732	2	0	1	0	0	1	0	0	0	1	1	2	0	2	1	0	1	0	0	0	0	6	0
ENSMUSG00000021733	24	14	24	14	1	5	15	1	2	3	9	16	7	7	17	1	3	4	0	0	0	3	1
ENSMUSG00000021737	41	32	56	30	4	1	9	3	4	24	52	96	23	9	49	1	5	14	0	5	8	15	10
ENSMUSG00000021738	23	16	17	10	1	0	5	0	2	4	5	20	3	3	23	4	1	3	0	0	0	3	1
ENSMUSG00000021748	41	30	46	37	1	3	11	6	12	32	29	73	24	32	52	3	13	23	3	4	15	13	9
ENSMUSG00000021749	4	0	0	0	0	0	0	0	1	0	1	7	0	4	20	0	8	2	0	2	0	4	0
ENSMUSG00000021752	7	3	3	3	0	0	0	0	1	2	9	6	1	2	10	1	1	1	0	0	0	3	2
ENSMUSG00000021754	82	70	91	42	5	4	26	5	6	14	34	70	15	7	20	4	7	10	1	1	0	8	1
ENSMUSG00000021756	103	50	109	62	0	1	4	1	20	31	39	66	30	10	57	2	2	9	0	0	6	15	9
ENSMUSG00000021759	24	13	8	13	0	2	3	10	4	9	27	70	14	8	73	1	1	3	2	5	11	7	13
ENSMUSG00000021760	0	0	1	1	0	0	1	0	0	0	0	5	1	1	2	0	2	0	0	0	0	1	2
ENSMUSG00000021764	65	62	87	63	21	17	79	11	25	51	127	198	57	46	55	7	59	43	5	2	46	83	50
ENSMUSG00000021765	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0
ENSMUSG00000021767	7	7	6	4	0	0	1	0	1	1	4	7	2	1	9	0	0	1	0	0	0	1	0
ENSMUSG00000021770	28	11	30	9	0	1	2	1	3	4	14	29	5	10	35	5	4	2	0	0	2	7	1
ENSMUSG00000021771	102	89	130	59	6	2	12	18	25	51	117	223	57	47	181	9	30	18	2	6	32	60	24
ENSMUSG00000021772	5.15	2	8	3	0	0	1	0	3	0	3	6.2	8	2	2	1	2	3	0	0	1	3	5
ENSMUSG00000021773	7	7	8	5	0	0	3	3	8	8	18	34.56	4	4	4	1	3	1	1	2	8	30	13
ENSMUSG00000021774	45.85	26.04	31	26	4	7	21	4	7	9	26	48.8	10	10	33	2	9	4	0	4	1	7	6
ENSMUSG00000021775	20	6	16	13	5	0	18	1	0	0	10	31	3	7	32	6	9	3	1	2	1	4	1
ENSMUSG00000021782	3	0	0	6	0	0	0	0	0	0	1	4	0	0	4	0	0	0	0	0	0	2	1
ENSMUSG00000021785	50	35	61	28	2	3	8	6	8	12	32	45	19	27	13	1	7	21	2	7	9	22	11
ENSMUSG00000021786	10	13	13	6	0	0	0	0	2	2	4	13	0	2	1	1	5	0	0	1	0	4	1
ENSMUSG00000021792	2443	2909	2678	4696	1096	238	1258	393	2210	4756	4849	5465	4447	3641	2276	558	3355	10647	480	1068	4125	4098	4071
ENSMUSG00000021794	239	189	335	192	11	8	42	32	72	157	232	432	178	71	184	10	45	34	5	17	53	111	62
ENSMUSG00000021795	1	0	0	0	1	0	0	0	3	0	1	1	0	1	9	0	13	0	0	0	2	1	6
ENSMUSG00000021796	17	5	22	4	1	1	1	0	2	1	6	12	0	2	22	0	2	3	0	0	0	1	0
ENSMUSG00000021798	1	0	0	0	0	0	1	0	0	0	1	5	1	1	0	0	0	0	0	0	0	1	1
ENSMUSG00000021806	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000021807	48	41	67	50	10	7	28	8	30	50	70	132.1	53	19	47	3	21	13	0	5	7	19	22
ENSMUSG00000021809	10	2	9	4	1	0	2	0	1	4	10	16	1	1	3	0	1	1	0	2	2	1	4
ENSMUSG00000021810	26	23	34	22	0	0	2	3	20	20	30	60	24	7	14	1	1	10	0	0	16	22	10
ENSMUSG00000021811	25	31	48	27	2	3	10	4	10	20	38	73	14	17	10	3	10	9	0	1	7	7.01	18
ENSMUSG00000021814	101	102	106	90	15	6	19	15	23	68	106	166	47	45	95	14	56	122	7	10	58	114	66
ENSMUSG00000021815	0	1	1	2	0	0	1	1	0	1	0	7	1	0	1	0	2	3	0	0	1	3	0
ENSMUSG00000021816	73	57	76	75	12	4	31	9	9	41	60	90	38	33	34	4	26	95	1	6	13	20	17
ENSMUSG00000021819	53	35	71	43	1	2	2	2	13	24	29	62	47	18	83	2	7	3	1	5	17	33	8
ENSMUSG00000021820	38	30	66	24	0	1	5	7	9	17	35	55	15	12	43	4	7	2	1	2	10	34	7
ENSMUSG00000021822	4	3	4	6	0	0	1	0	0	2	1	5	0	1	3	0	0	0	0	0	1	0	0
ENSMUSG00000021823	75.39	84.05	122.73	75.24	0	0	4.95	6.75	9.89	17.62	47.02	136.68	9.63	76.35	98.79	6.81	19.27	5.93	0	5.95	5.95	80.43	0
ENSMUSG00000021824	166.61	156.95	159.27	139.76	15	12	57.05	19.25	43.11	75.38	102.98	144.32	65.37	68.65	31.21	13.19	57.73	87.07	13	16.05	50.05	67.57	56
ENSMUSG00000021830	38.1	31.14	51.07	25.67	6.22	3	7.12	1	11	8	19.4	51.51	12.37	8	16.26	2	4.81	11	2	1	6.46	16.83	10.15
ENSMUSG00000021831	41	23	38	22	1	2	2	0	6	12	19	40	5	4	31	3	10	10	1	1	4	10	4
ENSMUSG00000021832	47	26	55	30	7	4	23	12	8	20	40	69	18	6	52	1	21	36	0	3	3	7	8
ENSMUSG00000021838	15	7	12	8	1	1	2	1	10	15	11	9	12	5	4	0	3	17	0	2	7	6	3
ENSMUSG00000021840	64	65	52	29	3	2	10	4	5	16	36	68	19	16	50	2	9	14	0	3	4	10	8
ENSMUSG00000021843	8	9	16	6	0	3	6	3	3	7	9	36	5	1	17	0	4	4	1	0	1	5	5
ENSMUSG00000021846	16	14	33	2	0	0	0	0	7	6	11	15	12	7	12	1	1	0	0	1	3	9	2
ENSMUSG00000021866	391.99	321.14	525.02	124.78	0	1	8.35	10.47	37.38	123.49	187.13	328.2	50.73	127.16	389.03	37.52	30.39	8.53	7	13.16	67.59	312.24	37.27
ENSMUSG00000021867	0	0	2.62	2.68	1	0	0	0	3.23	4.78	5.31	16.06	0	2.66	15.98	1	5.35	0	0	0	2.68	5.37	0
ENSMUSG00000021868	127	86	97	92	6	7	29	16	41	49	160	264	26	103	63	16	66	36	1	15	133	205	77
ENSMUSG00000021870	163	131	142	102	10	12	67	14	12	41	77	139	27	97	93	11	53	27	6	12	28	59	16
ENSMUSG00000021871	205.26	154.62	204.68	123.4	14.81	7	27.89	27	58.57	99.47	281.4	622.5	128.61	74.53	287.83	10.9	80.57	148.03	9.29	54.79	83.43	122.32	127.29
ENSMUSG00000021876	12	5	15	11	0	0	3	1	1	4	10	19.55	4	3	10	3	6	4	0	2	7	3	2
ENSMUSG00000021877	105	68	90	59	8.93	2	22	4	11	25	44.78	123	16	17	98	6	67	86	2	21	21	36	19
ENSMUSG00000021879	4	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	1
ENSMUSG00000021880	30	32	35	25	3	8	14	9	3	10	16	55	6	15	2	1	8	12	3	3	4	6	11
ENSMUSG00000021884	1	4	7	0	0	0	2	1	3	1	4	3.53	0	2	3	0	2	5	0	0	2	1	0.97
ENSMUSG00000021886	39	26	46	20	1	2	1	2	4	14	20	44	12	2	21	1	6	4	0	1	2	9	1
ENSMUSG00000021890	70	50	52	34	3	1	3	5	8	26	26	54	19	17	53	3	11	33	1	2	12	17	5
ENSMUSG00000021891	20	11	15	10	1	1	4	1	1	8	12	26	6	0	5	0	0	2	0	2	0	2	0
ENSMUSG00000021892	73	72	106	43	2	1	4	6	13	25	34	91	27	19	31	7	2	14	0	2	7	22	6
ENSMUSG00000021893	39	29	27	23	5	3	16	6	2	11	18	37	9	10	54	2	11	7	1	3	1	7	2
ENSMUSG00000021895	111	112	153	98	6	1	10	10	25	34	49	111	31	50	67	4	19	24	2	3	13	51	6
ENSMUSG00000021900	12	14	19	9	1	1	1	1	6	6	6	16	10	4	5	0	5	3	0	0	3	9	7
ENSMUSG00000021901	68	65	75	37	1	0	3	6	13	27	52	98	23	24	52	6	13	10	0	5	15	33	28
ENSMUSG00000021902	9	12	10	9	0	0	2	1	5	6	6	26	5	4	6	0	5	2	0	1	3	4	3
ENSMUSG00000021903	5	0	1	1	0	0	0	0	0	1	0	0	0	1	5	1	0	0	0	0	0	0	0
ENSMUSG00000021905	34.94	22	50	38	9	6	24	5	11	18	28.69	83.84	15	17	30	7	13	31	0	6	20	27.96	24
ENSMUSG00000021906	5.06	4	10	4	0	0	1	0	1	2	7.31	13.16	2	1	0	2	2	1	0	0	1	2.04	2
ENSMUSG00000021908	0	11.94	0	0	0	0	0	0	0	0	0	0	0	0	6.22	0	0	0	0	10.51	0	0	0
ENSMUSG00000021910	146	149	262	88	1	1	8	5	55	55	129	218	65	59	92	11	27	17	3	1	29	86	42
ENSMUSG00000021911	29	18	43	10	0	2	5	3	1	6	18	31	6	12	16	0	7	3	0	1	1	12	2
ENSMUSG00000021916	11	7	12	5	1	1	4	0	2	3	5	17.62	3	4	5	0	1	6	0	0	5	5	7
ENSMUSG00000021917	99	74	100	74	16	13	62	18	56	51	146	218	59	71	93	8	67	62	5	16	50	133	82
ENSMUSG00000021918	2	3	2	1	0	0	0	0	0	0	2	1	0	0	2	0	1	0	0	0	0	0	0
ENSMUSG00000021928	9	6	9	5	1	1	0	1	3	0	7	12	2	4	0	0	1	2	0	0	1	2	4
ENSMUSG00000021929	25	18	33	8	1	1	7	4	7	6	18	32	10	8	29	0	5	7	0	1	0	5	1
ENSMUSG00000021930	4	4	7	4	2	0	1	0	0	2	6	10	2	1	10	0	0	1	1	0	0	0	2
ENSMUSG00000021932	13	2	4	8	1	4	0	2	6	10	18	20	15	3	9	0	5	14	1	2	5	9	6
ENSMUSG00000021936	16	9	12	6	1	0	5	1	3	7	16	32	7	3	35	1	3	2	1	2	2	3	2
ENSMUSG00000021938	15	19	17	14	1	0	0	2	3	4	11	19	3	4	14	1	5	1	0	2	2	6	2
ENSMUSG00000021939	2176.93	2083.95	2272.94	2933.94	194	38	213	156	2277.99	2907.94	3013.93	2509.66	2750.81	2356.99	1316.71	227	1157.95	2771.99	161	772	3115.99	3250.9	2769.96
ENSMUSG00000021945	37	27	38.36	14	1	1	9	2	0	7	19	22	1	5	38.96	4	6	10	0	0	1	11	0
ENSMUSG00000021947	3	5	17	7	0	0	4	2	9	4	15	28	8	4	6	0	3	3	0	0	5	5	4
ENSMUSG00000021948	330	188	307	137	3	3	10	14	69	92	197	319	58	124	196	28	39	30	3	16	75	179	63
ENSMUSG00000021950	7	4	4	0	0	0	1	1	5	1	0	7	0	7	76	0	13	22	0	0	3	7	0
ENSMUSG00000021951	10	5	9	5	0	0	2	3	2	6	7	15	4	6	2	0	1	1	0	0	1	5	5
ENSMUSG00000021952	6	5	1	4	0	0	0	0	0	4	9	2	2	5	6	0	1	8	1	0	1	5	0
ENSMUSG00000021957	361	276	522	200	21	9	37	19	226	342	443	713	334	143	240	27	140	111	10	28	176	469	277
ENSMUSG00000021958	5	10	5	6	0	0	1	0	3	8	9	15	4	0	8	0	3	2	0	1	2	2	5
ENSMUSG00000021959	56	42	53	27	2	0	6	2	0	10	23	50	17	17	57	6	4	3	0	0	1	6	4
ENSMUSG00000021962	34	29	32	17	2	0	6	2	4	4	6	24	16	10	17	0	1	3	0	1	2	7	0
ENSMUSG00000021963	18.37	12.67	14.84	7.38	2.45	0	9.63	6.09	2.45	8.88	20.75	39.08	10.18	8.53	13.45	0	2.43	4.88	0	0	2.41	6.03	9.79
ENSMUSG00000021967	24	12	23	11	13	4	18	3	7	13	13	46	18	7	14	0	10	17	4	2	0	7	9
ENSMUSG00000021969	72	52	67.41	37	12	11	20	6	15	20	58	102.04	52	15	62	1	10.04	15	3	3	10	25.12	25
ENSMUSG00000021972	14	6	23	7	0	1	2	1	6	4	4	20	2	10	5	3	6	2	0	1	1	2	3
ENSMUSG00000021973	115	99	114	87	17	6	29	14	27	54	96	212	51	94	76	15	54	115	7	14	70	108	55
ENSMUSG00000021974	0	0	0	0	0	0	0	0	2	1	0	2	4	0.98	0	0	0	0	0	0	0	0	0
ENSMUSG00000021975	15	16	30	16	1	0	1	2	10	19	21	49	13	8	16	2	1	2	1	1	14	9	13
ENSMUSG00000021978	39	25	55	33	1	1	1	0	18	19	28	61	32	17	28	2	6	3	1	0	5	11	10
ENSMUSG00000021981	25	29	39	19	3	3	9	4	7	5	19	46	14	8	15	1	11	6	0	3	3	9	9
ENSMUSG00000021982	15	11	11	8	2	0	3	2	2	8	7	15	5	5	12	3	3	6	1	1	3	6	2
ENSMUSG00000021983	1	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000021986	11	7	19	0	0	0	0	0	2	2	4	1	1	0	5	0	0	0	0	0	2	12	2
ENSMUSG00000021987	110	75	114	50	6	2	14	6	5	15	43	85	15	19	38	8	7	5	0	1	4	19	6
ENSMUSG00000021990	134	135	170	58	3	0	2	1	10	15	29	57	17	30	52	7	1	7	0	4	3	27	4
ENSMUSG00000021993	2	8	3	5	0	0	0	0	4	2	9	12	1	2	1	2	0	2	0	0	1	3	0
ENSMUSG00000021996	810	655	710	553	88	139	656	140	415	491	1114	1940	480	614	642	90	546	312	42	103	473	1506	746
ENSMUSG00000021997	2	1	1	1	0	0	1	0	2	0	1	1	2	0	2	0	0	1	0	0	1	3	0
ENSMUSG00000021998	2437	1799	3268	679	12	4	33	22	299	537	1083.02	1870	383	504	544	85	121	105	12	41	167	1013	183
ENSMUSG00000022000	42	25	48	37	2	0	4	2	15	17	43	68	17	39	27	1	22	3	5	4	19	47	50
ENSMUSG00000022003	18	7	10	5	0	0	0	0	0	3	0	7	1	2	10	0	0	1	0	1	2	1	0
ENSMUSG00000022008	44	23	35	20	0	0	6	3	9	15	17	45	11	14	24	3	5	5	0	3	4.99	5	7
ENSMUSG00000022009	7	6	17	9	1	0	3	1	7	4	17	25	7	8	25	2	1	2	0	0	1	4	4
ENSMUSG00000022010	7010	5138	6039	4826	295	496	2184	775	2180	3434	8049	14649	2809	4717	4889	787	3543	1279	203	781	3264	10010	4200
ENSMUSG00000022012	7	1	2	2	0	0	1	0	0	0	0	1	0	3	1	1	2	0	1	0	3	0	1
ENSMUSG00000022013	14	13	10	14	6	2	24	2	11	7	47	43	23	5	13	3	10	4	1	0	3	11	8
ENSMUSG00000022014	64	48	60	58	3	4	9	5	7	23	78	109	22	23	23	2	22	17	1	9	11	25	13
ENSMUSG00000022016	11	10	18	8	0	0	1	0	1	3	5	20	2	6	6	0	1	1	0	0	0	5	1
ENSMUSG00000022018	3	3	5	2	0	0	1	1	0	1	2	7	4	2	13	0	3	3	0	1	2	1	2
ENSMUSG00000022019	7	6	10	9	0	0	2	0	2	1	4	12	1	3	3	0	1	1	0	0	2	1	1
ENSMUSG00000022020	13	9	14	11	1	1	1	2	2	5	8	25	14	3	6	0	3	3	0	0	1	2	2
ENSMUSG00000022021	453	498	401	358.99	221	245	792	116	72	252	557	618	176	239	99	48	318	412	23	82	102	175	139
ENSMUSG00000022022	3	2	2	4	0	0	0	1	1	1	0	2	1	0	0	0	1	0	0	0	1	0	1
ENSMUSG00000022023	34	31	38	24	2	2	14	2	3	14	24	50	19	17	30	3	10	9	1	0	2	22	12
ENSMUSG00000022024	41	33	56	41	5	12	20	10	8	29	47	94	26	11	34	3	13	16	0	3	7	20	8
ENSMUSG00000022026	74	46	71	7	0	0	3	4	1	9	13	57	3	9	131	4	6	4	0	1	1	8	2
ENSMUSG00000022031	22	22	16	12	1	1	2	1	5	21	17	35	12	5	2	0	0	4	0	2	3	4	5
ENSMUSG00000022034	49	78	57	62	28	11	50	7	6	33	54	69	32	19	9	10	47	63	1	5	9	15	18
ENSMUSG00000022035	20	14	15	13	0	4	9	2	6	7	16	30	7	6	20	1	10	11	0	4	1	3	4
ENSMUSG00000022037	3306	2416	3003	2519	90	101	544	243	2777	2410	4952	7191	2072	3237	2420	415	1619	814	106	590	4773	11015	7531
ENSMUSG00000022040	0	0	1	0	0	0	0	0	1	1	2	2	0	0	4	0	1	0	0	0	1	0	1
ENSMUSG00000022043	45	42	49	44	1	0	3	4	9	12	20	55	21	16	29	1	7	1	0	3	5	4	9
ENSMUSG00000022048	14	8	14	10	2	1	5	0	2	7	12	22	8	3	4	1	2	0	1	0	2	5	2
ENSMUSG00000022051	21633	21163	18582	20409	11825.54	5388	18939	3657	7630	16331	22874	24007	16272	14700	8218	2658.21	13253	32191	1101	4851	8522	15049	10866
ENSMUSG00000022052	46	23	42	24	4	1	11	3	16	22	50	75	19	11	49	2	7	7	3	5	6	14	9
ENSMUSG00000022057	2	1	0	2	0	1	0	0	0	0	0	1	1	0	8	0	1	1	0	0	0	0	1
ENSMUSG00000022064	5	8	6	6	0	0	1	0	0	3	4	6	1	4	1	0	0	0	0	0	0	4	0
ENSMUSG00000022066	4	2.55	3.18	3.5	0	0	1.13	0.73	3.78	2	19.21	18.95	4.96	7.8	4.23	0	2.39	0	0.67	0	5.42	8.56	13.03
ENSMUSG00000022070	2	5	1	3	0	0	0	0	0	0	1	5	1	0	3	0	1	1	1	0	0	0	0
ENSMUSG00000022074	2.05	3.36	7	0	0	0	0	0	5	1	3.75	6	1.04	0	1	0	1	0	0	0	2.16	3	1
ENSMUSG00000022075	33	37	46	23	1	0	2	1	7	7	26	45	15	20	5	1	8	6	0	0	9	22	4
ENSMUSG00000022085	1	2	2	0	0	0	0	0	0	0	1	2	0	1	1	0	1	0	0	0	2	0	1
ENSMUSG00000022089	83	67	129	55	3	2	15	4	35	47	73	141	41	63	32	6	28	36	3	8	52	134	49
ENSMUSG00000022090	42	28	66	20	3	3	7	6	15	18	32	76	8	14	29	5	8	6	0	1	8	51	11
ENSMUSG00000022091	0	1	1	0	0	0	0	0	2	3	0	4	3	2	2	0	0	1	0	0	1	2	0
ENSMUSG00000022092	18	20	28	19	1	1	5	2	4	10	18	45	8	8	7	1	2	3	0	3	4	6	4
ENSMUSG00000022094	15	6	16	10	0	0	0	0	4	9	19	26	11	3	16	0	1	3	0	0	0	1	3
ENSMUSG00000022095	25	17	28	17	0	1	1	0	5	9	30.01	34	10	6	15	0	4	3	0	1	3	10	5
ENSMUSG00000022096	1	0	0	1	0	0	0	0	0	0	1	1	2	0	4	0	0	1	0	0	0	0	0
ENSMUSG00000022099	71	76	83	105	10	2	8	6	87	131	92	86	112	79	33	4	39	148	5	25	171	119	86
ENSMUSG00000022100	233	205	204	337	198	16	72	9	55	122	125	153	90	133	88	17	76	707	21	40	143	105	142
ENSMUSG00000022102	31	22	24	26	2	1	15	3	17	35	46	87	28	15	35	3	23	17	0	3	28	42	41
ENSMUSG00000022105	112	96	125	97	40	22.51	85	12	30	99	87	159	73	83	33	16	71	201	3	15	40.87	39	42
ENSMUSG00000022106	30	27	39	29	5	5	10	4	11	22	34	75	16	29	7	7	18	16	0	4	24	28	12
ENSMUSG00000022108	2395	1865	2616	1760	276	194	753	219	959	1395	2475	3719	1335	1730	1814	268	1710	2271	157	486	1819	3191	2032
ENSMUSG00000022109	14	15	23	7	0	0	3	0	2	5	19	31	4	1	18	2	3	1	0	0	3	3	1
ENSMUSG00000022110	41	30	38	30	5	2	19	1	6	14	41	56	24	12	32	4	16	8	1	2	9	11	9
ENSMUSG00000022111	8	5	9	1	11	6	8	2	2	4	17	21	6	7	11	0	5	12	0	0	0	7	4
ENSMUSG00000022114	6	3	3	1	0	0	0	0	0	3	4	7.02	2	0	13	2	1	1	0	0	0	0	0
ENSMUSG00000022119	16	17.34	19.28	15.16	2	2	3	2.44	0	6	11	24.69	3	4	29.68	2.2	3	5	1	0	1	2.2	3
ENSMUSG00000022120	5	3	8	4	0	0	0	0	0	1	2	6	1	0	2	0	0	2	0	0	0	0	0
ENSMUSG00000022122	5	2	7	4	0	0	1	0	2	3	6	11	8	0	19	0	0	0	0	1	0	1	0
ENSMUSG00000022123	20	9	2	11	0	2	7	10	0	7	20	74	3	9	202	7	30	2	0	4	0	4	3
ENSMUSG00000022124	79	45	62	29	2	9	30	9	4	21.51	26.69	50	10	22	85	7	15	25	2	2	10	17	15.74
ENSMUSG00000022125	84	71	93	34	3	5	20	3	15	28	56	110	19	21	51	5	21	32	1	2	14	38	18
ENSMUSG00000022126	119	118	226	7	0	0	1	0	4	13	38	68	11	10	15	4	6	7	1	3	3	57	3
ENSMUSG00000022129	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ENSMUSG00000022130	12	8	13	8	2	1	3	0	0	6	7	18	2	2	5	1	2	1	0	0	3	4	2
ENSMUSG00000022131	8	7	8	5	2	1	1	0	2	4	9	18	4	1	3	0	5	1	0	0	0	2	0
ENSMUSG00000022132	1	0	2	2	1	1	1	0	1	0	0	3	0	2	12	0	4	0	0	0	0	0	3
ENSMUSG00000022136	105	64	92	39	4	1	16	10	16	34	61	125	25	31	57	4	18	15	0	2	12	26	22
ENSMUSG00000022139	176	135	152	95	18	31	82	26	30	47	123	209	31	74	118	22	87	65	8	22	37	66	50
ENSMUSG00000022141	77	69	93	46	4	0	11	3	13	31	45	73	24	12	46	3	4	10	0	1	9	13	12
ENSMUSG00000022142	17	13	12	12	2	0	2	1	2	7	13	18	3	8	23	1	2	2	0	1	1	2	1
ENSMUSG00000022146	1	2	0	0	0	0	0	0	2	1	2	6	0	3	14	1	0	1	0	0	0	2	1
ENSMUSG00000022148	315.84	211.03	315.73	172.03	1	6	14.86	7	49.92	120.73	274.84	320.62	98.09	146.01	171.59	14.7	40.93	34.12	3	18	73	244.4	160.41
ENSMUSG00000022150	6	2	5	9	0	0	3	0	2	15	5	10	4	0	17	0	6	7	0	0	0	6	0
ENSMUSG00000022151	95	73	72	84	27	7	46	9	25	56	60	77	47	24	13	3	26	49	1	11	9	17	11
ENSMUSG00000022157	4	2	8	6	2	2	2	0	2	0	20	14	1	1	0	0	0	0	0	0	0	1	2
ENSMUSG00000022159	18	19	18	22	0	0	3	1	6	5	12.27	16	5	4	2	1	6	4	0	1	0	3	8
ENSMUSG00000022160	22	17.83	11.48	16.53	0	0	1.87	1	5	5	9.29	18	5	5	3.1	1	3	2	0	1	0	5	2
ENSMUSG00000022174	83	36	76	52	1	2	16	7	86	56	104	156	115	45	95	4	29	31	2	7	58	114	106
ENSMUSG00000022175	261	234	369	179	2	1	9	12	122	129	258	414	188	131	270	14	49	42	3	17	110	256	140
ENSMUSG00000022177	9	11	9	11	0	0	1	1	3	3	9	24	13	6	8	0	1	1	0	1	4	9	3
ENSMUSG00000022178	3	1	0	1	0	0	0	0	0	0	0	0	0	0	3.01	0	1	2	0	0	1	0	2
ENSMUSG00000022179	4	4	3	2	0	0	0	0	2	0	0	5	1	2	2	0	2	0	0	0	0	0	0
ENSMUSG00000022180	2	4	5	4	0	0	0	0	3	2	1	7	1	2	1	0	3	3	0	1	1	5	0
ENSMUSG00000022184	14	5	11	4	0	0	1	3	7	5	15	14	10	1	21	0	2	4	0	1	2	5	3
ENSMUSG00000022185	224.52	171.73	242.61	172.74	3	4	6	16	81.63	132	158.01	251	121	111.53	157.25	18	39	60.94	4	23	94.72	126.28	95
ENSMUSG00000022186	46	38.97	58	42	6	2	18	9	21	34.97	102	181	37	19	81	3	23	16	0	5	20	54	36
ENSMUSG00000022191	17	12	15	18	0	0	0	1	10	6	15	27	16	8	6	1	1	5	0	0	4	7	9
ENSMUSG00000022193	91.79	59.83	99	67.87	15	4	46.89	18.92	55.71	57	125.88	216.94	80	49.86	81	4	43	35.84	4	9	65	105.64	63.87
ENSMUSG00000022194	61	41	76	53	4	0	5	3	26.42	48	85	148.6	63.26	22.63	51.16	6.64	18	14	2	3	23.24	51	44.31
ENSMUSG00000022195	22	8	23.76	10	1	3	0	3	1.58	5	11	17	8	3	4	0	5	8	1	2	3	5	5
ENSMUSG00000022197	2	1	0	1	0	0	1	0	0	1	2	1	1	0	9	2	2	0	0	0	0	2	0
ENSMUSG00000022199	1	0	0	1	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0
ENSMUSG00000022200	133.85	116.48	131.57	86	13.54	7.74	20	14	12.62	46.87	64.99	126.99	23.92	53	183.04	11.39	33.49	51.15	5	12	15.78	41	15.87
ENSMUSG00000022201	242	184	155	152	14	20	97	18	21	42	109	250	45	106	145	23	65	36	4	19	23	75	21
ENSMUSG00000022203	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0
ENSMUSG00000022204	24	20	51	27	2	0	11	6	8	18	44	68	19	4	27	3	9	11	0	0	6	14	5
ENSMUSG00000022205	195	174	220	193	92	25	118	24	55	148	228	289	136	75	190	15	96	254	6	24	66	108	69
ENSMUSG00000022210	16	11	12	16	7	1	4	0	6	16	22	31	12	5	16	0	3	18	0	2	11	6	14
ENSMUSG00000022214	158	146	213	125	9	5	23	15	84	95	163	273	120	95	82	15	48	59	4	31	151	254	140
ENSMUSG00000022216	214	170	229	169	33	13	58	25	135	160	325	418	231	119	151	13	183	603	14	67	203	261	384
ENSMUSG00000022217	3	5	3	6	0	2	2	0	1	2	3	9	9	4	2	1	0	3	1	1	4	2	6
ENSMUSG00000022218	54	41	91	11	0	0	0	0	9	15	20	40	18	9	13	1	4	0	0	1	4	28	13
ENSMUSG00000022219	1	0	2	1	0	0	1	0	0	1.54	0	4.77	0	2	0	0	0	2.75	0	0.53	5.24	8.12	9.4
ENSMUSG00000022220	1	2	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	1	1
ENSMUSG00000022221	34	17	17	11	1	1	7	0	13	27	19	50	21	5	28	0	3	7	0	0	11	15	8
ENSMUSG00000022223	19	13	24	12	4	1	1	3	7	4	13	37	12	6	17	0	3	3	0	3	2	7	8
ENSMUSG00000022225	4	3	5	2	0	1	0	3	0	4	1	1	2	1	2	0	1	0	0	0	0	0	0
