Gene_ID	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Lung_1	Lung_2	Lung_3	Lung_4	Lung_5	Lung_6	Lung_7	Lung_8	Lung_9
ENSG00000226012	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000226026	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000226029	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000226051	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000226085	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000226091	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
ENSG00000226102	2	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	1
ENSG00000226124	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
ENSG00000226137	0	0	3	0	22	2	16	15	2	0	0	0	1	4	0	5	0	6
ENSG00000226149	1	4	15	0	0	0	0	1	3	0	6	0	5	0	7	6	0	0
ENSG00000226179	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226191	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226200	1	0	0	10	0	2	0	6	0	0	0	0	0	0	0	0	0	0
ENSG00000226210	13	9	8	6	2	15	22	15	20	6	17	1	11	6	24	20	8	11
ENSG00000226235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000226240	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226243	73	34	22	30	48	28	33	11	49	5	5	0	12	2	18	11	4	12
ENSG00000226251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
ENSG00000226252	0	0	0	0	0	6	3	2	3	6	0	0	1	0	2	3	0	3
ENSG00000226259	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000226266	6	0	0	1	0	7	0	2	0	3	2	0	3	1	7	4	1	1
ENSG00000226278	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2
ENSG00000226287	2	0	1	0	13	10	14	3	8	0	4	17	0	5	1	4	3	1
ENSG00000226310	15	0	4	12	0	3	2	13	5	3	2	21	8	5	9	0	0	6
ENSG00000226328	0	0	0	0	0	0	0	0	4	0	4	0	3	0	0	0	0	0
ENSG00000226360	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000226367	10	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	2	0
ENSG00000226375	5	4	7	0	0	0	0	0	10	0	0	0	0	3	2	0	3	2
ENSG00000226377	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0
ENSG00000226381	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0
ENSG00000226386	0	0	3	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0
ENSG00000226396	1	1	2	0	0	1	3	0	5	0	2	1	0	0	0	0	0	0
ENSG00000226414	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226415	0	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0	0	0
ENSG00000226419	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0
ENSG00000226435	57	0	9	52	17	44	28	8	0	2	8	73	8	0	0	0	1	13
ENSG00000226436	1	0	1	1	0	2	2	2	0	2	1	1	3	0	3	0	0	1
ENSG00000226446	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000226447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000226450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000226471	0	0	0	6	6	0	0	0	7	4	3	0	1	0	2	2	0	1
ENSG00000226476	16	0	88	0	7	0	0	10	3	0	2	0	12	0	3	0	0	0
ENSG00000226509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000226510	0	0	0	0	0	0	4	0	0	0	1	0	0	0	2	0	0	0
ENSG00000226519	0	0	0	0	0	0	0	5	0	0	0	19	0	0	0	0	0	0
ENSG00000226524	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000226532	0	0	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0	0
ENSG00000226548	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000226564	7	0	1	1	0	0	5	1	0	2	0	0	0	0	0	0	0	1
ENSG00000226578	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000226608	2	1	0	0	7	1	3	6	2	0	2	1	1	0	1	1	0	0
ENSG00000226622	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000226642	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226660	0	0	2	0	3	7	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000226674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000226683	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226688	0	0	0	0	3	1	0	0	6	0	0	0	0	0	0	0	1	0
ENSG00000226696	0	0	8	0	0	2	0	0	3	0	0	0	2	0	0	0	1	0
ENSG00000226707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000226708	6	16	0	0	0	1	0	0	16	0	0	0	1	0	0	0	0	0
ENSG00000226711	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226742	0	23	6	0	3	19	20	3	6	6	6	0	10	0	2	0	1	8
ENSG00000226752	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3
ENSG00000226756	3	11	5	5	4	25	12	18	9	2	5	10	7	3	11	4	6	15
ENSG00000226777	64	88	33	46	33	138	207	174	60	49	49	39	128	9	61	35	34	60
ENSG00000226784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000226791	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000226794	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000226806	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000226808	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
ENSG00000226822	31	89	49	13	27	32	0	0	42	4	10	0	6	13	3	0	9	28
ENSG00000226823	0	0	0	17	0	0	6	1	1	0	3	0	0	2	3	0	0	1
ENSG00000226824	54	58	45	36	16	102	95	53	49	22	52	15	33	28	30	41	22	61
ENSG00000226828	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226853	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000226856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ENSG00000226889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000226899	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226900	4	5	0	7	2	0	0	4	11	1	12	0	4	2	3	9	1	0
ENSG00000226937	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226942	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226943	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226949	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000226950	4	0	0	4	21	10	24	21	33	2	8	0	8	1	14	4	7	19
ENSG00000226976	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000226979	18	4	0	7	30	26	28	26	42	0	11	14	0	0	0	3	2	7
ENSG00000227001	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000227006	0	0	0	5	0	0	0	0	4	0	1	0	1	0	0	0	0	0
ENSG00000227038	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000227039	0	0	0	0	0	0	4	3	2	0	2	0	0	0	0	0	0	0
ENSG00000227053	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000227057	13	34	90	39	97	117	61	115	76	12	38	0	36	0	6	17	1	38
ENSG00000227060	4	22	1	8	3	8	0	0	4	1	5	0	3	8	5	0	7	0
ENSG00000227063	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227071	0	0	0	0	3	0	2	2	0	1	0	0	1	0	2	0	0	1
ENSG00000227077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000227081	3	1	1	4	9	2	7	1	23	2	1	6	6	1	3	3	3	2
ENSG00000227110	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227117	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227124	0	0	0	0	28	0	1	1	1	0	0	0	0	0	0	0	2	0
ENSG00000227139	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000227159	0	3	0	1	1	2	5	5	4	1	2	1	6	0	3	7	1	3
ENSG00000227163	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227165	980	668	750	594	1185	1432	1129	1049	1264	139	281	185	508	183	437	327	314	459
ENSG00000227188	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227191	0	0	0	10	40	20	0	20	33	0	2	0	7	0	0	2	1	3
ENSG00000227192	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000227213	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000227220	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
ENSG00000227225	1	0	0	2	3	3	0	0	3	0	0	0	0	0	0	1	1	0
ENSG00000227232	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
ENSG00000227242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000227258	2	0	6	8	5	0	1	0	1	0	2	0	2	0	6	0	0	1
ENSG00000227311	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227321	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000227345	0	0	0	0	0	0	0	0	4	0	2	0	5	0	0	0	1	1
ENSG00000227354	0	0	0	0	0	8	0	0	1	0	1	0	4	0	0	0	0	0
ENSG00000227355	378	497	332	265	435	300	272	165	378	118	115	124	154	69	177	119	95	226
ENSG00000227356	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000227359	7	14	21	12	0	0	0	0	0	5	5	6	0	0	5	0	0	1
ENSG00000227372	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000227373	0	0	0	0	4	0	0	0	13	0	2	0	0	2	0	4	0	0
ENSG00000227376	0	2	0	0	2	0	2	0	2	0	0	0	0	1	0	0	1	0
ENSG00000227388	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000227398	0	5	0	0	1	0	0	0	3	0	1	0	0	0	0	1	4	0
ENSG00000227399	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000227403	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000227486	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000227492	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227496	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000227500	0	5	1	0	0	0	3	2	1	0	6	0	1	3	10	3	1	4
ENSG00000227507	10	7	4	4	120	20	32	44	209	0	15	0	7	0	3	0	1	16
ENSG00000227512	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000227517	9	7	12	0	0	6	8	9	0	0	0	0	1	0	0	10	0	4
ENSG00000227533	0	0	0	0	0	0	6	0	0	0	4	0	0	0	1	0	0	0
ENSG00000227543	2	2	1	0	0	8	5	0	5	4	1	0	0	0	10	5	4	3
ENSG00000227544	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	1	0	0
ENSG00000227550	21	25	37	29	21	50	65	68	22	2	21	10	16	14	26	18	8	20
ENSG00000227591	0	0	1	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000227620	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227632	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000227646	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000227671	0	6	0	0	2	12	40	0	25	2	5	0	5	0	0	3	2	0
ENSG00000227695	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000227717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000227729	0	0	0	8	12	8	0	0	13	14	2	0	8	0	5	0	1	1
ENSG00000227738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000227773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000227811	69	39	66	58	76	84	65	62	90	18	27	9	66	10	13	11	13	16
ENSG00000227839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000227857	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227879	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000227908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000227953	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0
ENSG00000227972	2	4	0	0	0	0	0	0	17	1	1	0	0	3	2	0	3	0
ENSG00000228005	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000228010	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228013	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000228020	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000228028	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000228031	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0
ENSG00000228037	5	12	7	4	0	0	11	8	0	7	3	0	4	0	9	0	0	0
ENSG00000228043	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000228055	19	0	31	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000228057	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000228063	370	350	309	267	682	322	449	384	429	115	136	200	167	81	164	235	133	210
ENSG00000228065	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
ENSG00000228106	0	0	0	7	7	30	6	0	0	1	0	0	3	1	8	7	0	2
ENSG00000228139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000228140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000228150	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
ENSG00000228201	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228205	0	0	1	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0
ENSG00000228208	0	0	0	0	10	0	0	0	0	2	0	0	3	0	0	0	0	2
ENSG00000228212	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000228215	77	60	92	14	74	87	9	26	59	9	28	0	46	3	19	24	19	15
ENSG00000228221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000228224	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000228232	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1
ENSG00000228251	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228265	4	0	0	7	0	16	0	8	0	2	2	0	2	0	2	0	1	3
ENSG00000228300	0	0	6	0	0	0	12	0	4	4	1	0	2	1	0	0	0	1
ENSG00000228302	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000228314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000228323	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000228329	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000228339	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000228340	0	19	0	4	0	2	0	0	3	6	4	0	7	1	5	0	2	4
ENSG00000228352	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000228360	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000228365	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000228366	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000228382	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000228393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000228395	9	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
ENSG00000228401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000228409	659	522	624	508	615	1052	1042	624	578	218	280	412	799	167	379	421	139	350
ENSG00000228414	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228427	0	0	0	3	8	0	9	0	1	0	0	0	0	0	0	0	1	0
ENSG00000228436	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000228439	0	0	0	6	0	5	1	0	1	0	5	0	5	0	4	4	0	1
ENSG00000228451	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
ENSG00000228462	1	1	0	0	4	1	2	0	2	0	0	0	0	0	0	0	0	0
ENSG00000228463	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228474	16933	25770	21202	19306	32162	24745	19937	13321	18783	20233	27352	13521	25404	20795	33166	27079	14392	26908
ENSG00000228485	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
ENSG00000228486	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0
ENSG00000228495	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000228506	0	0	0	0	3	0	4	0	2	2	3	0	0	0	2	3	0	0
ENSG00000228532	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000228536	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228541	13	13	14	21	20	2	2	0	0	13	22	2	10	10	12	9	3	14
ENSG00000228559	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000228589	1	0	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0
ENSG00000228594	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000228606	4	0	4	1	4	1	6	3	5	0	2	0	1	3	3	0	3	3
ENSG00000228623	0	3	3	0	2	0	0	0	6	0	0	0	0	0	0	0	0	1
ENSG00000228624	0	0	0	0	0	7	4	10	0	0	0	45	1	0	2	4	0	0
ENSG00000228634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000228643	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0
ENSG00000228649	5	0	5	2	12	0	1	0	4	2	8	0	5	0	5	2	0	6
ENSG00000228651	161	389	275	234	494	280	231	136	303	236	392	261	233	179	670	167	168	319
ENSG00000228667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000228701	0	0	0	0	8	0	2	9	8	4	0	0	1	1	1	0	0	1
ENSG00000228716	32	47	31	32	55	46	30	28	40	8	23	30	39	32	28	31	15	25
ENSG00000228719	0	0	0	8	0	0	1	1	5	1	3	0	2	0	0	1	0	0
ENSG00000228742	14	0	3	2	0	0	2	0	7	5	7	19	0	0	11	9	2	10
ENSG00000228782	0	0	1	1	0	5	0	0	1	1	1	0	1	0	0	0	1	0
ENSG00000228784	0	0	0	0	5	0	1	0	14	3	7	0	1	0	0	0	0	0
ENSG00000228794	0	0	0	7	0	0	0	0	34	0	2	0	2	0	0	2	0	2
ENSG00000228801	1	0	0	0	0	0	0	3	0	4	0	0	0	0	1	0	0	0
ENSG00000228817	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000228839	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000228857	11	25	1	7	2	7	19	10	8	4	6	0	4	3	11	2	6	6
ENSG00000228868	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ENSG00000228878	25	24	0	16	42	75	44	21	41	10	37	26	17	1	14	16	17	31
ENSG00000228887	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000228889	6	18	0	1	11	11	18	7	0	2	2	0	12	1	1	5	0	1
ENSG00000228903	0	0	0	0	13	2	0	0	1	1	0	0	0	0	0	0	0	1
ENSG00000228918	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000228929	0	0	1	0	2	1	2	0	6	0	0	0	0	0	0	1	0	0
ENSG00000228955	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228956	0	0	0	0	2	0	1	0	1	1	1	0	5	7	0	11	2	0
ENSG00000228962	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228989	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000228998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229005	0	0	0	0	0	0	0	0	1	2	0	0	2	4	0	0	0	0
ENSG00000229007	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000229017	0	0	6	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000229018	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0
ENSG00000229031	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	4	0	0
ENSG00000229043	1	6	0	0	1	0	7	2	0	3	3	0	4	1	0	2	2	10
ENSG00000229055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000229056	9	41	9	1	16	33	12	24	18	3	13	42	13	8	38	10	7	26
ENSG00000229083	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000229097	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000229109	3	0	0	0	4	0	0	4	0	0	0	0	1	1	0	0	0	0
ENSG00000229117	468	819	537	567	1108	1414	1162	719	1061	570	844	517	1218	434	1169	1169	544	1034
ENSG00000229124	460	580	476	306	731	737	691	550	788	142	131	349	141	82	297	259	279	338
ENSG00000229145	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229153	7	0	0	0	18	0	1	0	4	1	0	1	0	0	0	0	1	5
ENSG00000229164	16	14	62	41	375	223	296	137	1160	0	16	0	18	0	3	3	13	31
ENSG00000229178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000229180	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000229196	0	0	0	0	1	4	0	1	2	0	0	0	0	0	1	0	0	1
ENSG00000229200	0	0	1	0	0	0	0	1	8	0	1	0	0	0	0	0	0	0
ENSG00000229206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000229236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ENSG00000229245	0	0	0	10	78	2	0	0	6	37	10	9	73	0	25	11	3	5
ENSG00000229278	9	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2
ENSG00000229308	52	21	55	37	0	0	0	0	21	9	8	0	1	0	8	0	1	0
ENSG00000229314	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000229320	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000229321	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229332	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229344	75	13	70	103	138	104	78	67	103	19	33	43	43	54	11	96	17	40
ENSG00000229349	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229358	0	1	0	0	0	0	1	0	0	3	0	0	3	0	2	11	0	1
ENSG00000229391	0	1	1	0	0	0	0	0	0	1	0	0	1	2	0	0	6	0
ENSG00000229425	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000229444	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	0	0	0
ENSG00000229456	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000229462	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000229473	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSG00000229474	17	88	37	10	12	42	99	45	95	8	18	1	21	0	14	32	9	26
ENSG00000229521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229525	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
ENSG00000229570	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000229604	4	13	4	4	5	6	5	8	10	2	6	3	5	7	12	21	5	10
ENSG00000229607	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0
ENSG00000229611	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000229619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000229628	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000229638	0	1	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	1
ENSG00000229642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000229644	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000229646	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000229647	25	5	2	2	6	8	7	25	3	1	0	0	7	1	4	5	1	1
ENSG00000229656	0	0	0	12	0	3	2	0	1	1	4	0	3	0	1	0	2	0
ENSG00000229659	2	1	3	0	3	0	1	1	6	1	0	0	0	0	0	0	0	0
ENSG00000229666	164	92	151	125	148	168	137	111	167	25	28	67	25	7	44	31	27	30
ENSG00000229671	0	0	0	0	0	4	0	0	3	0	0	38	0	0	0	0	0	0
ENSG00000229697	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
